animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM11312,Cat,Persian,7.8,4.5,MN,VIS11312,2023-11-18,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM07971,Dog,German Shepherd,9.0,37.5,FS,VIS07971,2023-12-21,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04574,Dog,German Shepherd,4.5,37.2,M,VIS04574,2024-12-08,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM01884,Dog,Labrador Retriever,5.6,35.5,F,VIS01884,2023-01-29,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM01020,Dog,Labrador Retriever,2.2,34.5,M,VIS01020,2023-10-07,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08877,Cat,Domestic Shorthair,2.0,4.4,FS,VIS08877,2023-10-12,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11721,Cat,British Shorthair,3.5,4.4,FS,VIS11721,2023-03-30,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12887,Cat,British Shorthair,3.3,7.3,M,VIS12887,2023-08-10,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM04421,Dog,Yorkshire Terrier,3.6,91.6,FS,VIS04421,2023-02-12,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01786,Dog,German Shepherd,6.3,26.9,MN,VIS01786,2024-05-06,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05749,Dog,Labrador Retriever,3.8,28.2,FS,VIS05749,2023-11-30,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM14358,Cat,Domestic Shorthair,16.9,5.0,MN,VIS14358,2023-05-08,"bad breath, drooling, difficulty eating",Reproductive,Pyometra,moderate,Surgery,Dental scaling and extractions,recovered
ANM05204,Dog,French Bulldog,7.6,9.0,FS,VIS05204,2024-02-27,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM03783,Dog,French Bulldog,6.4,9.7,MN,VIS03783,2024-12-03,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14084,Cat,Persian,13.9,3.5,M,VIS14084,2023-01-17,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),moderate,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM04462,Dog,Labrador Retriever,13.4,27.1,FS,VIS04462,2023-09-05,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM04336,Dog,French Bulldog,7.6,12.7,FS,VIS04336,2024-02-19,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",recovered
ANM04798,Dog,German Shepherd,10.5,28.8,F,VIS04798,2023-06-06,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10553,Cat,Domestic Shorthair,1.5,3.3,MN,VIS10553,2023-02-27,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM03366,Dog,Labrador Retriever,12.0,27.2,MN,VIS03366,2023-08-27,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM04762,Dog,German Shepherd,3.4,22.2,FS,VIS04762,2024-03-19,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM12500,Cat,Domestic Shorthair,7.3,5.2,FS,VIS12500,2023-11-09,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM08175,Cat,British Shorthair,13.5,6.4,FS,VIS08175,2024-02-15,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM09739,Cat,Domestic Shorthair,14.1,3.2,FS,VIS09739,2024-05-09,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids",recovered
ANM00834,Dog,French Bulldog,3.8,11.2,MN,VIS00834,2024-06-28,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM11754,Cat,British Shorthair,16.1,4.1,MN,VIS11754,2023-06-28,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM08837,Cat,British Shorthair,12.1,5.7,FS,VIS08837,2024-11-07,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM13168,Cat,Domestic Shorthair,18.7,4.3,MN,VIS13168,2023-06-16,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM12670,Cat,British Shorthair,2.9,7.9,M,VIS12670,2023-05-16,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM07327,Dog,Yorkie,1.9,2.9,MN,VIS07327,2024-11-17,"honking cough, respiratory distress",Respiratory,Tracheal collapse,severe,Medication,"Antitussives (butorphanol), weight management",recovered
ANM10258,Cat,Maine Coon,7.5,6.0,FS,VIS10258,2024-10-02,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM07713,Dog,Labrador Retriever,1.5,30.9,F,VIS07713,2023-02-11,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Ear flushing, topical antimicrobial/steroid drops",recovered
ANM08737,Cat,Maine Coon,4.3,9.0,F,VIS08737,2023-09-11,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM12830,Cat,British Shorthair,10.2,6.0,M,VIS12830,2023-08-05,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM03933,Dog,French Bulldog,8.9,10.1,F,VIS03933,2024-09-20,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM10565,Cat,Persian,6.9,4.3,MN,VIS10565,2023-07-13,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM02051,Dog,German Shepherd,1.5,30.8,FS,VIS02051,2023-09-19,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM09992,Cat,Domestic Shorthair,16.3,4.0,F,VIS09992,2024-02-22,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM07687,Dog,Chihuahua,1.5,2.2,FS,VIS07687,2024-06-23,"exercise intolerance, coughing, syncope",Cardiovascular,Myxomatous Mitral Valve Disease (MMVD),severe,Medication,"Pimobendan, ACE inhibitors, diuretics (furosemide)",chronic management
ANM09581,Cat,Maine Coon,1.5,7.4,MN,VIS09581,2024-09-29,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM12095,Cat,Siamese,16.4,0.1,MN,VIS12095,2023-05-23,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM09033,Cat,Domestic Shorthair,12.9,4.4,MN,VIS09033,2024-05-29,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00472,Dog,French Bulldog,9.1,9.6,MN,VIS00472,2024-01-15,"acute lameness, non-weight bearing",Musculoskeletal,Cruciate ligament rupture,severe,Surgery,TPLO or lateral suture stabilisation,recovered
ANM00439,Dog,Labrador Retriever,8.6,35.1,MN,VIS00439,2024-10-23,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06458,Dog,Labrador Retriever,5.3,35.3,F,VIS06458,2023-01-21,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM07167,Dog,French Bulldog,8.6,12.0,FS,VIS07167,2023-11-10,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),moderate,Surgery,"Staphylectomy, nares resection",chronic management
ANM05197,Dog,GSD,9.0,36.6,F,VIS05197,2024-04-24,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08426,Cat,Domestic Shorthair,17.5,3.9,FS,VIS08426,2024-12-27,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM14853,Cat,Siamese,12.7,4.9,FS,VIS14853,2023-01-21,"weight loss, dyspnoea, regurgitation",GI,Mediastinal lymphoma,severe,Medication,Systemic chemotherapy protocols,referred
ANM09637,Cat,Domestic Shorthair,6.6,5.4,MN,VIS09637,2023-04-22,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM07515,Dog,Chihuahua,12.3,1.9,FS,VIS07515,2024-03-18,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM03972,Dog,German Shepherd,2.1,24.9,MN,VIS03972,2024-09-13,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08745,Cat,Domestic Shorthair,17.4,4.4,FS,VIS08745,2023-12-10,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM14669,Cat,Domestic Shorthair,19.1,3.6,MN,VIS14669,2024-04-26,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM03838,Dog,German Shepherd,5.2,39.5,FS,VIS03838,2024-06-19,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (meloxicam), physiotherapy",chronic management
ANM14985,Cat,Persian,7.6,3.4,MN,VIS14985,2024-04-18,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM11983,Cat,British Shorthair,6.4,4.9,MN,VIS11983,2024-12-27,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM03522,Dog,Beagle,7.5,10.1,MN,VIS03522,2024-06-22,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM08525,Cat,Siamese,7.9,3.0,MN,VIS08525,2027-05-20,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",recovered
ANM08342,Cat,Domestic Shorthair,1.6,3.2,MN,VIS08342,2023-07-23,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM10068,Cat,Persian,5.4,3.6,FS,VIS10068,2024-12-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM09686,Cat,British Shorthair,11.1,6.9,MN,VIS09686,2023-08-15,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03684,Dog,German Shepherd,9.3,22.2,FS,VIS03684,2024-02-11,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM01285,Dog,Beagle,15.0,10.2,FS,VIS01285,2023-02-15,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM14664,Cat,Domestic Shorthair,11.1,5.1,M,VIS14664,2023-12-17,"weight loss, increased thirst, decreased appetite",Respiratory,Tracheal collapse,moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM05557,Dog,French Bulldog,9.9,9.4,F,VIS05557,2023-10-07,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM13907,Cat,Persian,3.5,4.6,MN,VIS13907,2024-05-06,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM08557,Cat,British Shorthair,4.0,4.4,M,VIS08557,2024-05-10,"eye discharge, squinting",Reproductive,Pyometra,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM00788,Dog,French Bulldog,7.4,11.1,FS,VIS00788,2024-08-31,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM15000,Cat,Persian,10.3,5.1,FS,VIS15000,2023-05-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12333,Cat,Siamese,3.4,4.4,MN,VIS12333,2023-07-21,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",recovered
ANM03363,Dog,Labrador Retriever,6.0,29.9,M,VIS03363,2023-05-16,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",referred
ANM00101,Dog,German Shepherd,10.0,23.8,FS,VIS00101,2024-03-27,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM11498,Cat,Domestic Shorthair,18.3,5.8,MN,VIS11498,2023-07-31,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM10711,Cat,Domestic Shorthair,19.3,4.2,F,VIS10711,2024-08-30,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM11030,Cat,Persian,1.0,5.1,M,VIS11030,2024-03-15,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM02761,Dog,French Bulldog,5.2,8.0,MN,VIS02761,2023-06-14,"diarrhoea, vomiting",Urinary,Feline Lower Urinary Tract Disease (FLUTD),mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM00888,Dog,Yorkshire Terrier,14.1,2.8,FS,VIS00888,2023-01-02,"honking cough, respiratory distress",Respiratory,Tracheal collapse,moderate,Medication,"Antitussives (butorphanol), weight management",recovered
ANM07242,Dog,Yorkshire Terrier,15.2,3.0,MN,VIS07242,2023-09-28,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM03832,Dog,Yorkshire Terrier,12.8,2.6,MN,VIS03832,2024-01-23,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM08960,Cat,Maine Coon,6.6,5.3,FS,VIS08960,2023-08-21,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM00503,Dog,Beagle,6.7,10.5,F,VIS00503,2023-07-14,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM11448,Cat,Domestic Shorthair,10.5,3.5,FS,VIS11448,2024-03-17,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09495,Cat,Siamese,13.8,3.9,FS,VIS09495,2023-01-27,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM05274,Dog,Beagle,2.2,9.2,FS,VIS05274,2024-08-04,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM07801,Dog,Labrador Retriever,10.5,31.9,FS,VIS07801,2023-10-01,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM05169,Dog,Labrador Retriever,2.7,34.5,FS,VIS05169,2023-04-25,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM07701,Dog,German Shepherd,10.9,22.2,MN,VIS07701,2024-05-16,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM01771,Dog,German Shepherd,8.0,37.5,FS,VIS01771,2023-07-19,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM09910,Cat,Domestic Shorthair,19.8,4.4,MN,VIS09910,2024-09-22,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09004,Cat,Maine Coon,3.5,8.2,F,VIS09004,2023-10-19,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM08682,Cat,Domestic Shorthair,1.7,3.3,F,VIS08682,2023-07-06,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM14349,Cat,Domestic Shorthair,11.7,5.2,FS,VIS14349,2024-04-13,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM01992,Dog,Yorkshire Terrier,9.6,3.8,FS,VIS01992,2023-09-13,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM10699,Cat,British Shorthair,14.4,5.2,MN,VIS10699,2023-12-06,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM08151,Cat,Siamese,3.1,3.8,MN,VIS08151,2023-06-19,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM09069,Cat,Domestic Shorthair,17.7,5.3,FS,VIS09069,2023-04-02,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids",chronic management
ANM09691,Cat,Persian,11.1,5.2,MN,VIS09691,2024-12-28,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03588,Dog,Yorkshire Terrier,4.7,3.5,M,VIS03588,2023-09-07,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM07974,Dog,German Shepherd,8.3,23.3,MN,VIS07974,2024-09-19,"scooting, licking perianal area, pain on defecation",Dermatology,Anal furunculosis,moderate,Medication,"Ciclosporin, metronidazole",chronic management
ANM04352,Dog,Labrador Retriever,2.9,27.6,M,VIS04352,2023-07-06,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM03918,Dog,Yorkshire Terrier,10.5,2.3,FS,VIS03918,2023-05-25,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM10873,Cat,Persian,14.7,3.1,MN,VIS10873,2023-11-05,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM05852,Dog,German Shepherd,12.3,24.6,MN,VIS05852,2023-03-05,"scooting, licking perianal area, pain on defecation",Dermatology,Anal furunculosis,severe,Medication,"Ciclosporin, metronidazole",chronic management
ANM06602,Dog,Labrador Retriever,10.0,29.3,F,VIS06602,2023-11-12,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM10529,Cat,British Shorthair,5.7,6.5,FS,VIS10529,2023-08-12,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM09160,Cat,Domestic Shorthair,3.2,3.8,MN,VIS09160,2027-08-15,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03435,Dog,French Bulldog,6.4,10.3,F,VIS03435,2023-01-02,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM03332,Dog,German Shepherd,3.2,35.7,F,VIS03332,2024-05-19,"progressive hindlimb weakness, ataxia",Musculoskeletal,Degenerative myelopathy,severe,Supportive care,"Physiotherapy, supportive care (no cure)",chronic management
ANM03655,Dog,Labrador Retriever,6.2,31.2,M,VIS03655,2023-12-11,"frequent urination, straining",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,recovered
ANM00276,Dog,Labrador Retriever,13.6,28.3,FS,VIS00276,2024-05-15,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM06320,Dog,French Bulldog,8.1,8.1,MN,VIS06320,2023-07-27,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM12974,Cat,Persian,4.9,3.7,FS,VIS12974,2024-05-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07036,Dog,Labrador Retriever,11.9,29.8,FS,VIS07036,2023-10-06,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM12673,Cat,Domestic Shorthair,6.7,5.4,MN,VIS12673,2024-08-17,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00690,Dog,Labrador Retriever,8.0,26.2,MN,VIS00690,2024-07-25,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM12132,Cat,Maine Coon,8.6,5.6,MN,VIS12132,2024-07-29,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM04957,Dog,French Bulldog,5.2,13.8,FS,VIS04957,2023-10-24,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM12548,Cat,British Shorthair,3.7,6.8,F,VIS12548,2023-12-11,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM06867,Dog,French Bulldog,4.0,12.8,F,VIS06867,2024-01-03,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM06401,Dog,Labrador Retriever,6.4,34.4,FS,VIS06401,2023-01-04,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM12745,Cat,Maine Coon,7.6,6.5,MN,VIS12745,2023-03-16,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM07781,Dog,German Shepherd,4.4,91.9,FS,VIS07781,2024-06-28,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM00544,Dog,Beagle,11.4,9.0,FS,VIS00544,2023-01-01,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM05053,Dog,Yorkshire Terrier,5.4,2.2,MN,VIS05053,2024-01-16,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM09603,Cat,British Shorthair,2.3,6.8,FS,VIS09603,2023-05-01,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM09279,Cat,Domestic Shorthair,6.5,4.5,M,VIS09279,2023-02-27,"bad breath, drooling, difficulty eating",Reproductive,Pyometra,mild,Surgery,Dental scaling and extractions,recovered
ANM10325,Cat,Siamese,2.9,3.6,FS,VIS10325,2023-07-28,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM14809,Cat,Maine Coon,8.0,5.9,FS,VIS14809,2024-05-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00556,Dog,French Bulldog,4.1,9.8,M,VIS00556,2024-06-08,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),moderate,Surgery,"Staphylectomy, nares resection",chronic management
ANM01233,Dog,French Bulldog,4.8,9.7,MN,VIS01233,2023-07-10,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM06046,Dog,Labrador Retriever,12.7,35.2,M,VIS06046,2024-09-29,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM12561,Cat,Persian,8.0,3.6,FS,VIS12561,2024-08-31,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08954,Cat,Maine Coon,14.5,8.6,MN,VIS08954,2024-08-21,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
